시설번호,시도명,시군구명,위도,경도,주소,출수압력
동부-지산-동부-128,광주광역시,동구,35.14785111,126.9284977305,광주광역시 동구 필문대로 261,3.0
동부-지산-동부-129,광주광역시,동구,35.1492129769,126.9288105041,광주광역시 동구 동계천로 180,3.0
동부-지산-동부-131,광주광역시,동구,35.15463611,126.920877512,광주광역시 동구 중앙로 258,3.2
동부-지산-동부-615,광주광역시,동구,35.15248111,126.9244111,광주광역시 동구 동계로 8-1,2.9
동부-지산-동부-133,광주광역시,동구,35.15425411,126.9207674339,광주광역시 동구 경양로 288,2.9
동부-지산-동부-134,광주광역시,동구,35.15244911,126.9222107905,광주광역시 동구 동계로 1번길 181-1,3.2
동부-지산-동부-253,광주광역시,동구,35.1491741129,126.9263713961,광주광역시 동구 동계천로 157,3.0
동부-지산-동부-258,광주광역시,동구,35.1500399121,126.9254084915,광주광역시 동구 동명로 14번길 19,3.0
동부-지산-동부-316,광주광역시,동구,35.1548892045,126.9216523581,광주광역시 동구 계림로 8-2,3.0
동부-지산-동부-326,광주광역시,동구,35.14931111,126.9304990843,광주광역시 동구 동명로 98번길 20-2,3.0
동부-지산-동부-403,광주광역시,동구,35.15215111,126.9222861,광주광역시 동구 동계로 1번길 15,3.2
동부-지산-동부-421,광주광역시,동구,35.14933511,126.9286131185,광주광역시 동구 동명로 70번길 17,3.0
동부-지산-동부-428,광주광역시,동구,35.148967217,126.9296527719,광주광역시 동구 지호로 4,3.0
동부-지산-동부-443,광주광역시,동구,35.1481595683,126.9294521,광주광역시 동구 필문대로 253번길 6-3,3.0
동부-지산-동부-444,광주광역시,동구,35.1472387238,126.9294238051,광주광역시 동구 필문대로 289번길 29,3.0
동부-지산-동부-449,광주광역시,동구,35.15021111,126.9280821,광주광역시 동구 동명로 20번길 43,3.0
동부-지산-동부-450,광주광역시,동구,35.14805111,126.9300155063,광주광역시 동구 필문대로 253번길 12,4.0
동부-지산-동부-478,광주광역시,동구,35.1499432655,126.9264064797,광주광역시 동구 동명로 14번길 29-4,3.3
동부-지산-동부-479,광주광역시,동구,35.14839511,126.927210765,광주광역시 동구 백서로 232,3.3
동부-지산-동부-491,광주광역시,동구,35.15229611,126.9207150982,광주광역시 동구 동계천로 87,3.0
동부-지산-동부-496,광주광역시,동구,35.15358911,126.9210154396,광주광역시 동구 중앙로 252번길 9,3.0
동부-지산-동부-497,광주광역시,동구,35.14967511,126.9283443677,광주광역시 동구 동명로 14번길 45-2,3.0
동부-지산-동부-561,광주광역시,동구,35.15298711,126.9224194613,광주광역시 동구 동계천로95번길 18-17,3.3
동부-지산-동부-577,광주광역시,동구,35.15143511,126.9254511,광주광역시 동구 동명로 46,3.3
동부-지산-동부-590,광주광역시,동구,35.15346311,126.9225781,광주광역시 동구 동계로 13번길 18-2,3.2
동부-지산-동부-96,광주광역시,동구,35.1478271088,126.9350221,광주광역시 동구 지호로 57,3.0
동부-지산-동부-97,광주광역시,동구,35.14865811,126.9380581627,광주광역시 동구 밤실로4번안길2,3.0
동부-지산-동부-99,광주광역시,동구,35.1462173175,126.9294520119,광주광역시 동구 필문대로273번길17,3.0
동부-지산-동부-100,광주광역시,동구,35.1453365305,126.9285689455,광주광역시 동구 필문대로287번길15,3.3
동부-지산-동부-102,광주광역시,동구,35.1505884984,126.9329986976,광주광역시 동구 동명로114,3.0
동부-지산-동부-103,광주광역시,동구,35.1472406192,126.932110242,광주광역시 동구 지산로 38,3.5
동부-지산-동부-105,광주광역시,동구,35.1511356728,126.9283567884,광주광역시 동구 동명로 71,3.0
동부-지산-동부-106,광주광역시,동구,35.1520118403,126.9351583305,광주광역시 동구 필문대로205번길 37-2,3.0
동부-지산-동부-108,광주광역시,동구,35.1490511575,126.9362095986,광주광역시 동구 밤실로 11-32,3.3
동부-지산-동부-109,광주광역시,동구,35.1492975525,126.9316773538,광주광역시 동구 지산로57번길 18-17,3.0
동부-지산-동부-111,광주광역시,동구,35.14912611,126.9367958988,광주광역시 동구 준법로 36,3.0
동부-지산-동부-112,광주광역시,동구,35.148645114,126.9392311,광주광역시 동구 밤실로4번길 27-8,3.0
동부-지산-동부-113,광주광역시,동구,35.14762511,126.9404441,광주광역시 동구 밤실로20번길 3-7,3.0
동부-지산-동부-114,광주광역시,동구,35.14723311,126.9389571,광주광역시 동구 지호로70번길 27-1,3.0
동부-지산-동부-163,광주광역시,동구,35.1490115857,126.9386493154,광주광역시 동구 지호로 81-20,3.0
동부-지산-동부-190,광주광역시,동구,35.14656811,126.9391253293,광주광역시 동구 지호로86번길 18-1,3.0
동부-지산-동부-281,광주광역시,동구,35.14795811,126.9394217847,광주광역시 동구 지호로 98,3.5
동부-지산-동부-282,광주광역시,동구,35.1513200015,126.937126289,광주광역시 동구 밤실로 40-1,3.5
동부-지산-동부-283,광주광역시,동구,35.14846311,126.9311511,광주광역시 동구 지호로 20,3.0
동부-지산-동부-300,광주광역시,동구,35.1500254796,126.9371071,광주광역시 동구 밤실로 26-1,3.0
동부-지산-동부-313,광주광역시,동구,35.14931911,126.9362991,광주광역시 동구 준법로 29,3.0
동부-지산-동부-339,광주광역시,동구,35.15153611,126.9315511,광주광역시 동구 지산로85번길 16-4,3.0
동부-지산-동부-346,광주광역시,동구,35.1519246492,126.9297688625,광주광역시 동구 필문대로218번길2-9,3.3
동부-지산-동부-350,광주광역시,동구,35.1485734479,126.9342088273,광주광역시 동구 지산로56번길 18,3.0
동부-지산-동부-351,광주광역시,동구,35.1510927192,126.9361441,광주광역시 동구 밤실로39번길5,3.0
동부-지산-동부-356,광주광역시,동구,35.1450186131,126.9296351002,광주광역시 동구 필문대로 287번길23-4,3.5
동부-지산-동부-364,광주광역시,동구,35.1501829989,126.9333891,광주광역시 동구 지산로74-4,3.5
동부-지산-동부-365,광주광역시,동구,35.1484525637,126.9419111,광주광역시 동구 지호로106번길16-1,3.0
동부-지산-동부-392,광주광역시,동구,35.15071211,126.9368604918,광주광역시 동구 밤실로33-1,3.3
동부-지산-동부-393,광주광역시,동구,35.1523343102,126.9361067275,광주광역시 동구 밤실로 53,3.0
동부-지산-동부-416,광주광역시,동구,35.1460988208,126.9276231,광주광역시 동구 필문대로289번길 8,3.0
동부-지산-동부-418,광주광역시,동구,35.1499356326,126.9364341,광주광역시 동구 밤실로23번길6,3.0
동부-지산-동부-422,광주광역시,동구,35.15066711,126.9442541,광주광역시 동구 지호로 177,3.0
동부-지산-동부-424,광주광역시,동구,35.1502478251,126.9514160256,광주광역시 동구 지호로164번길49-25,3.0
동부-지산-동부-425,광주광역시,동구,35.1493184861,126.9493475944,광주광역시 동구 지호로164번길35-2,3.0
동부-지산-동부-473,광주광역시,동구,35.1499102363,126.9389937849,광주광역시 동구 밤실로4번안길27,3.0
동부-지산-동부-480,광주광역시,동구,35.1516686847,126.9329906786,광주광역시 동구 지산로89번길 1,3.5
동부-지산-동부-486,광주광역시,동구,35.1499586827,126.9385871,광주광역시 동구 밤실로30번길 16,3.4
동부-지산-동부-508,광주광역시,동구,35.1485874212,126.9303422782,광주광역시 동구 필문대로253번길11-14,3.5
동부-지산-동부-510,광주광역시,동구,35.1495283109,126.9420311,광주광역시 동구 지호로 125,3.0
동부-지산-동부-514,광주광역시,동구,35.14488811,126.9294981,광주광역시 동구 필문대로 224,3.3
동부-지산-동부-517,광주광역시,동구,35.1481365205,126.9326634722,광주광역시 동구 지산로 50,3.0
동부-지산-동부-523,광주광역시,동구,35.1478014691,126.9371311,광주광역시 동구 지호로 73,3.0
동부-지산-동부-544,광주광역시,동구,35.15256511,126.9265015731,광주광역시 동구 동명로67번길 21,3.0
동부-지산-동부-556,광주광역시,동구,35.15346811,126.9363393824,광주광역시 동구 밤실로 65,3.0
동부-지산-동부-567,광주광역시,동구,35.1475147962,126.9300203356,광주광역시 동구 필문대로 263번길 15,3.2
동부-지산-동부-575,광주광역시,동구,35.1495903487,126.9336857405,광주광역시 동구 준법로 5,3.0
동부-지산-동부-588,광주광역시,동구,35.14939911,126.9450311,광주광역시 동구 지호로164번길 151,3.0
동부-지산-동부-616,광주광역시,동구,35.1506609295,126.9305297111,광주광역시 동구 동명로 92,3.3
동부-지산-동부-저-34,광주광역시,동구,35.1494630076,126.9359025452,광주광역시 동구 준법로 25,3.0
동부-지산-동부-62,광주광역시,동구,35.15442911,126.9347346658,광주광역시 동구 필문대로191번길 31-29,3.0
동부-지산-동부-63,광주광역시,동구,35.1556254227,126.9345621,광주광역시 동구 무등로 499-2,3.2
동부-지산-동부-64,광주광역시,동구,35.15742211,126.9337901,광주광역시 동구 필문대로159번길 15-26,3.2
동부-지산-동부-65,광주광역시,동구,35.15617811,126.9359933499,광주광역시 동구 밤실로 97,3.0
동부-지산-동부-69,광주광역시,동구,35.15784111,126.9347278415,광주광역시 동구 필문대로153번길 29,3.2
동부-지산-동부-91,광주광역시,동구,35.155848694,126.9364112847,광주광역시 동구 밤실로 94,3.0
동부-지산-동부-585,광주광역시,동구,35.15641811,126.9374091,광주광역시 동구 무등로 529,3.0
동부-지산-동부-291,광주광역시,동구,35.1593215142,126.935503641,광주광역시 동구 밤실로 134,3.0
동부-지산-동부-323,광주광역시,동구,35.16015711,126.9325816501,광주광역시 동구 필문대로123번길 15-5,3.0
동부-지산-동부-345,광주광역시,동구,35.15483911,126.9368770883,광주광역시 동구 밤실로 82,3.0
동부-지산-동부-394,광주광역시,동구,35.155137351,126.9362595042,광주광역시 동구 밤실로 85,3.0
동부-지산-동부-419,광주광역시,동구,35.1547420878,126.9353770915,광주광역시 동구 필문대로187번길 25,3.0
동부-지산-동부-538,광주광역시,동구,35.1612154044,126.9354170829,광주광역시 동구 밤실로 154,3.0
동부-지산-동부-107,광주광역시,동구,35.1460056435,126.9343635401,광주광역시 동구 필문대로 309,3.0
동부-지산-동부-136,광주광역시,동구,35.1421345874,126.9247861644,광주광역시 동구 필문대로 331,3.0
동부-지산-동부-137,광주광역시,동구,35.14464811,126.9247431,광주광역시 동구 백서로 186,3.0
동부-지산-동부-138,광주광역시,동구,35.1439289028,126.9238787554,광주광역시 동구 백서로 175,3.0
동부-지산-동부-139,광주광역시,동구,35.1475525191,126.9255600084,광주광역시 동구 제봉로82번길 26,3.0
동부-지산-동부-140,광주광역시,동구,35.145311014,126.921559702,광주광역시 동구 제봉로 75,3.0
동부-지산-동부-141,광주광역시,동구,35.14553111,126.9219911,광주광역시 동구 제봉로 80,3.0
동부-지산-동부-142,광주광역시,동구,35.1446708241,126.9280261111,광주광역시 동구 필문대로295번길 13,3.0
동부-지산-동부-143,광주광역시,동구,35.14425711,126.9228291,광주광역시 동구 백서로167번길 8-1,3.0
동부-지산-동부-144,광주광역시,동구,35.14430511,126.9255495619,광주광역시 동구 서남로 35,3.0
동부-지산-동부-145,광주광역시,동구,35.1458247744,126.9252991,광주광역시 동구 백서로 199,3.0
동부-지산-동부-454,광주광역시,동구,35.1447238019,126.9303911,광주광역시 동구 지산로 5,3.0
동부-지산-동부-470,광주광역시,동구,35.142958485,126.9241476302,광주광역시 동구 백서로166번길 9-2,3.0
동부-지산-동부-471,광주광역시,동구,35.1446277402,126.9216346492,광주광역시 동구 제봉로 70,3.0
동부-지산-동부-499,광주광역시,동구,35.1472399775,126.9233279593,광주광역시 동구 제봉로82번길 19,3.0
동부-지산-동부-580,광주광역시,동구,35.1574777079,126.9367289619,광주광역시 동구 밤실로 100,3.0
동부-지산-동부-613,광주광역시,동구,35.1542645634,126.940696482,광주광역시 동구 무등로 592,3.0
동부-지산-동부-71,광주광역시,동구,35.1565285898,126.9379759376,광주광역시 동구 무등로 532,3.0
동부-지산-동부-420,광주광역시,동구,35.1542144727,126.93596401,광주광역시 동구 필문대로191번길 43-21,3.0
동부-지산-동부-40,광주광역시,동구,35.14447911,126.9299975909,광주광역시 동구 필문대로287번길 30,3.0
동부-지산-동부-324,광주광역시,동구,35.14531111,126.9232114435,광주광역시 동구 서남로 9,3.0
동부-지산-동부-426,광주광역시,동구,35.1454879442,126.9277811,광주광역시 동구 필문대로287번길 8,3.0
동부-지산-동부-427,광주광역시,동구,35.14345911,126.9247388557,광주광역시 동구 백서로174번길 8,3.0
동부-지산-동부-634,광주광역시,동구,35.1457934824,126.9262479128,광주광역시 동구 백서로198번길 7,3.0
동부-지산-동부-저-14,광주광역시,동구,35.1444226079,126.9271526088,광주광역시 동구 필문대로 303,3.0
동부-지산-동부-저-16,광주광역시,동구,35.14441311,126.9216046614,광주광역시 동구 백서로153번길 16-1,3.0
동부-지산-동부-저-37,광주광역시,동구,35.1461417002,126.923093161,광주광역시 동구 서남로 1,3.0
동부-지산-동부-614,광주광역시,동구,35.15850311,126.9329691,광주광역시 동구 필문대로145번길 11-19,3.1
서부-화정-서부-15,광주광역시,서구,35.16188311,126.87628222,광주광역시 서구 무진대로,2.5
서부-화정-서부-2,광주광역시,서구,35.16189211,126.87628222,광주광역시 서구 무진대로,2.5
서부-화정-서부-8,광주광역시,서구,35.152390914,126.8733873571,광주광역시 서구 상무대로1019번길 5-1,2.5
서부-화정-서부-9,광주광역시,서구,35.1598725242,126.8760568001,광주광역시 서구 화운로 233,2.5
서부-화정-서부-59,광주광역시,서구,35.1520781939,126.8696031,광주광역시 서구 월드컵4강로 178-1,2.5
서부-화정-서부-61,광주광역시,서구,35.1537220171,126.8719908271,광주광역시 서구 상무대로 1005번길 22-1,2.5
서부-화정-서부-66,광주광역시,서구,35.1612011464,126.8678866434,광주광역시 서구 월드컵4강로 277,2.5
서부-화정-서부-332,광주광역시,서구,35.1575678204,126.8707763023,광주광역시 서구 내방로 276,3.4
서부-화정-서부-391,광주광역시,서구,35.1547145463,126.8746169095,광주광역시 서구 화운로175번길 20,3.1
서부-화정-서부-468,광주광역시,서구,35.1665320661,126.8696493159,광주광역시 서구 칠성로 111,3.3
서부-화정-서부-911,광주광역시,서구,35.1563498383,126.8737060904,광주광역시 서구 화운로193번길 28,3.3
서부-화정-서부-67,광주광역시,서구,35.1523964605,126.8696920576,광주광역시 서구 월드컵4강로 184,0.5
서부-화정-서부-168,광주광역시,서구,35.1707148273,126.8753990635,광주광역시 서구 천변우하로 513,2.5
서부-화정-서부-740,광주광역시,서구,35.1727711657,126.8554258857,광주광역시 서구 하남대로 574,3.5
서부-화정-서부-744,광주광역시,서구,35.1747224802,126.8482512517,광주광역시 서구 하남대로 506,3.5
서부-화정-서부-745,광주광역시,서구,35.1700641119,126.8575491423,광주광역시 서구 동천로 11,3.5
서부-화정-서부-746,광주광역시,서구,35.17009511,126.8575491423,광주광역시 서구 동천로 11,3.5
서부-화정-서부-747,광주광역시,서구,35.1716421149,126.8608031302,광주광역시 서구 동천로18번길 19,3.5
서부-화정-서부-748,광주광역시,서구,35.1707287603,126.8651779876,광주광역시 서구 하남대로680번길 10,3.5
서부-화정-서부-750,광주광역시,서구,35.1695416123,126.8671629424,광주광역시 서구 하남대로710번길 20,3.5
서부-화정-서부-883,광주광역시,서구,35.1715590688,126.8579807957,광주광역시 서구 동천로 25,3.5
서부-화정-서부-884,광주광역시,서구,35.1715590688,126.8579807957,광주광역시 서구 동천로 25,3.5
서부-화정-서부-885,광주광역시,서구,35.1682260531,126.8573865977,광주광역시 서구 천변우하로 337,3.4
서부-화정-서부-886,광주광역시,서구,35.1693467242,126.8592477629,광주광역시 서구 동천로 7,3.5
서부-화정-서부-887,광주광역시,서구,35.1690149073,126.8603144141,광주광역시 서구 동천로 6,3.5
서부-화정-서부-888,광주광역시,서구,35.1689280243,126.8613781,광주광역시 서구 천변우하로 375,3.0
서부-화정-서부-889,광주광역시,서구,35.1693940554,126.8631105906,광주광역시 서구 천변우하로 391,3.5
서부-화정-서부-891,광주광역시,서구,35.1716421149,126.8608031302,광주광역시 서구 동천로18번길 19,3.3
서부-화정-서부-892,광주광역시,서구,35.1716421149,126.8608031302,광주광역시 서구 동천로18번길 19,3.5
서부-화정-서부-893,광주광역시,서구,35.1716421149,126.8608031302,광주광역시 서구 동천로18번길 19,3.5
서부-화정-서부-894,광주광역시,서구,35.1712714693,126.8651791,광주광역시 서구 유림로98번길 11,3.5
서부-화정-서부-895,광주광역시,서구,35.1712163853,126.8662266055,광주광역시 서구 유림로98번길 23,3.5
서부-화정-서부-896,광주광역시,서구,35.1695416123,126.8671629424,광주광역시 서구 하남대로710번길 20,3.5
서부-화정-서부-897,광주광역시,서구,35.1707287603,126.8651779876,광주광역시 서구 하남대로680번길 10,3.5
서부-화정-서부-899,광주광역시,서구,35.1690889829,126.8675217463,광주광역시 서구 하남대로680번길 27,3.3
서부-화정-서부-900,광주광역시,서구,35.1695416123,126.8671629424,광주광역시 서구 하남대로710번길 20,3.5
서부-화정-서부-901,광주광역시,서구,35.1687987347,126.8714434958,광주광역시 서구 천변우하로 469,3.5
서부-화정-서부-902,광주광역시,서구,35.1694507356,126.8708962546,광주광역시 서구 하남대로710번길 19,3.5
서부-화정-서부-903,광주광역시,서구,35.1711442537,126.8676831,광주광역시 서구 유림로98번길 33,3.5
서부-화정-서부-904,광주광역시,서구,35.171062251,126.8689771,광주광역시 서구 유림로98번길 45,3.5
서부-화정-서부-905,광주광역시,서구,35.1709806868,126.8703779081,광주광역시 서구 하남대로710번길 3,3.5
서부-화정-서부-906,광주광역시,서구,35.1710859001,126.8708230865,광주광역시 서구 하남대로710번길 5,3.5
서부-화정-서부-907,광주광역시,서구,35.1695198959,126.8730532647,광주광역시 서구 동천동 729,3.5
서부-화정-서부-908,광주광역시,서구,35.17036111,126.8729051,광주광역시 서구 하남대로734번길 9,3.5
서부-화정-서부-909,광주광역시,서구,35.1736977086,126.8515819904,광주광역시 서구 하남대로 538,3.5
서부-화정-서부-795,광주광역시,서구,35.1720723307,126.8540619808,광주광역시 서구 하남대로550번길 19-13,2.5
서부-화정-서부-910,광주광역시,서구,35.1707148273,126.8753990635,광주광역시 서구 천변우하로 513,3.5
서부-화정-서부-911,광주광역시,서구,35.1710698302,126.8743131,광주광역시 서구 동림2지구길 40,3.5
서부-화정-서부-70,광주광역시,서구,35.1535850683,126.8680122164,광주광역시 서구 월드컵4강로197번길 13,3.3
서부-화정-서부-71,광주광역시,서구,35.1576256806,126.8671034027,광주광역시 서구 내방로242,3.3
서부-화정-서부-76,광주광역시,서구,35.151155895,126.8607569257,광주광역시 서구 상무대로 903,3.3
서부-화정-서부-113,광주광역시,서구,35.1518106194,126.8678871,광주광역시 서구 상무대로 967,2.5
서부-화정-서부-312,광주광역시,서구,35.1576640631,126.8676511,광주광역시 서구 내방로 248,2.5
서부-화정-서부-389,광주광역시,서구,35.1509101572,126.8583232008,광주광역시 서구 상무대로 881,3.3
서부-화정-서부-404,광주광역시,서구,35.1541982538,126.8691669971,광주광역시 서구 월드컵4강로 205,3.3
서부-화정-서부-405,광주광역시,서구,35.15646311,126.86961703,광주광역시 서구 월드컵4강로 226,1.7
서부-화정-서부-446,광주광역시,서구,35.1537418808,126.8665441,광주광역시 서구 상무대로 955번길24,2.5
서부-화정-서부-484,광주광역시,서구,35.1534261565,126.865713574,광주광역시 서구 상무대로 955번길 17-14,2.5
서부-화정-서부-697,광주광역시,서구,35.1527519633,126.858603815,광주광역시 서구 상무민주로32번길 4-14,2.5
서부-화정-서부-698,광주광역시,서구,35.15348211,126.8586741338,광주광역시 서구 상무민주로32번길 1,2.5
서부-화정-서부-699,광주광역시,서구,35.1543801895,126.8589991697,광주광역시 서구 상무민주로32번길 3-23,2.5
서부-화정-서부-700,광주광역시,서구,35.1547757824,126.8592198533,광주광역시 서구 상무민주로32번길 3-31,2.5
서부-화정-서부-701,광주광역시,서구,35.1556726171,126.8596705938,광주광역시 서구 상무오월로 1,2.5
서부-화정-서부-702,광주광역시,서구,35.156212964,126.8596550688,광주광역시 서구 상무오월로3번길 7,2.5
서부-화정-서부-703,광주광역시,서구,35.15732611,126.85958367,광주광역시 서구 상무민주로76번길 1,2.5
서부-화정-서부-704,광주광역시,서구,35.15809211,126.8595964075,광주광역시 서구 상무민주로 86,2.5
서부-화정-서부-705,광주광역시,서구,35.1590199014,126.8591371,광주광역시 서구 상무민주로 95,2.5
서부-화정-서부-706,광주광역시,서구,35.158305363,126.8575559248,광주광역시 서구 내방로 152,2.5
서부-화정-서부-707,광주광역시,서구,35.158305363,126.8575559248,광주광역시 서구 내방로 152,2.5
서부-화정-서부-709,광주광역시,서구,35.158418693,126.8604466755,광주광역시 서구 상무오월로3번길 32-11,2.5
서부-화정-서부-710,광주광역시,서구,35.1580070531,126.8614770953,광주광역시 서구 상무오월로15번길 28-3,2.5
서부-화정-서부-711,광주광역시,서구,35.1576992195,126.862886311,광주광역시 서구 상일로 23,2.5
서부-화정-서부-712,광주광역시,서구,35.1591922115,126.8633481838,광주광역시 서구 상일로 42,2.5
서부-화정-서부-713,광주광역시,서구,35.15698311,126.8628953986,광주광역시 서구 상일로 15-1,2.5
서부-화정-서부-714,광주광역시,서구,35.15621411,126.8628889276,광주광역시 서구 상무민주로64번길 31,2.5
서부-화정-서부-715,광주광역시,서구,35.1557123688,126.8628203915,광주광역시 서구 상무오월로 31,2.5
서부-화정-서부-725,광주광역시,서구,35.1556488734,126.8613601467,광주광역시 서구 상무오월로19번길 1,2.5
서부-화정-서부-759,광주광역시,서구,35.1614817608,126.8602732928,광주광역시 서구 상무민주로 120,2.5
서부-화정-서부-762,광주광역시,서구,35.1600449837,126.8601071627,광주광역시 서구 상무민주로 104,2.5
서부-화정-서부-763,광주광역시,서구,35.1600449837,126.8601071627,광주광역시 서구 상무민주로 104,2.5
서부-화정-서부-764,광주광역시,서구,35.1604171603,126.8584821109,광주광역시 서구 계수로 71,2.5
서부-화정-서부-765,광주광역시,서구,35.1614817608,126.8602732928,광주광역시 서구 상무민주로 120,2.5
서부-화정-서부-766,광주광역시,서구,35.1610966529,126.8634729773,광주광역시 서구 상일로 62,2.5
서부-화정-서부-767,광주광역시,서구,35.1606289377,126.8630734713,광주광역시 서구 상일로 55,2.5
서부-화정-서부-771,광주광역시,서구,35.158988355,126.8654161,광주광역시 서구 내방로 229,2.5
서부-화정-서부-772,광주광역시,서구,35.1587830713,126.8644595943,광주광역시 서구 내방로 217,2.5
서부-화정-서부-774,광주광역시,서구,35.1569390978,126.8649680657,광주광역시 서구 내방로230번길 12,2.3
서부-화정-서부-777,광주광역시,서구,35.15549111,126.8639481,광주광역시 서구 상무오월로42,2.5
서부-화정-서부-799,광주광역시,서구,35.1674880173,126.8627675789,광주광역시 서구 천변좌하로 472,2.5
서부-화정-서부-800,광주광역시,서구,35.1583552389,126.8662825659,광주광역시 서구 내방로241번길 11,2.5
서부-화정-서부-54,광주광역시,서구,35.1664542508,126.8639669709,광주광역시 서구 칠성로 59,2.5
서부-화정-서부-51,광주광역시,서구,35.15245111,126.8641343332,광주광역시 서구 상무대로935번길 11,2.5
서부-화정-서부-53,광주광역시,서구,35.1518992382,126.8620894062,광주광역시 서구 상무민주로 6번길 31,1.75
서부-화정-서부-387,광주광역시,서구,35.1671597645,126.8660621,광주광역시 서구 천변좌하로 502,2.5
서부-화정-서부-390,광주광역시,서구,35.1493505217,126.8533880233,광주광역시 서구 상무대로 833,2.7
서부-화정-서부-690,광주광역시,서구,35.1534281682,126.858917184,광주광역시 서구 상무민주로32번길 3-2,2.5
서부-화정-서부-693,광주광역시,서구,35.15666411,126.861361814,광주광역시 서구 상무오월로19번길 11-1,2.3
서부-화정-서부-708,광주광역시,서구,35.1585452647,126.8599941,광주광역시 서구 상무오월로3번길 32-3,2.5
서부-화정-서부-716,광주광역시,서구,35.15658411,126.8627282353,광주광역시 서구 상무오월로29번길 12,2.5
서부-화정-서부-717,광주광역시,서구,35.15741211,126.8627245376,광주광역시 서구 상무오월로29번길 22,2.5
서부-화정-서부-718,광주광역시,서구,35.1577825717,126.8620581,광주광역시 서구 상무오월로 15번길 28-15,2.3
서부-화정-서부-719,광주광역시,서구,35.15717811,126.8616441,광주광역시 서구 상무민주로76번길 20,2.3
서부-화정-서부-720,광주광역시,서구,35.15793711,126.8609710771,광주광역시 서구 상무민주로76번길 11-18,2.3
서부-화정-서부-721,광주광역시,서구,35.15771911,126.8598221,광주광역시 서구 상무오월로3번길 24-1,2.3
서부-화정-서부-722,광주광역시,서구,35.1570841275,126.8605917436,광주광역시 서구 상무민주로76번길 12,2.5
서부-화정-서부-723,광주광역시,서구,35.15664111,126.8596622007,광주광역시 서구 상무오월로3번길 11-1,2.3
서부-화정-서부-724,광주광역시,서구,35.1560209795,126.8606981,광주광역시 서구 상무민주로64번길 12,2.0
서부-화정-서부-726,광주광역시,서구,35.1545980535,126.8593915888,광주광역시 서구 상무민주로32번길 23-1,2.5
서부-화정-서부-727,광주광역시,서구,35.1539807293,126.8594062598,광주광역시 서구 상무민주로32번길 17,2.5
서부-화정-서부-755,광주광역시,서구,35.1615967826,126.8564259219,광주광역시 서구 계수로51번길 14,2.5
서부-화정-서부-756,광주광역시,서구,35.1615388192,126.8581808546,광주광역시 서구 상무민주로123번길 11,2.5
서부-화정-서부-757,광주광역시,서구,35.16077411,126.8589608217,광주광역시 서구 계수로77번길 5,2.5
서부-화정-서부-758,광주광역시,서구,35.1606377393,126.8571431,광주광역시 서구 계수로59번길 3,2.5
서부-화정-서부-760,광주광역시,서구,35.1601896072,126.8565421,광주광역시 서구 계수로52번길 5,2.5
서부-화정-서부-761,광주광역시,서구,35.15957111,126.8583056422,광주광역시 서구 내방로157번길 8,2.5
서부-화정-서부-768,광주광역시,서구,35.1601960709,126.8638428281,광주광역시 서구 상일로54번길 6,2.5
서부-화정-서부-769,광주광역시,서구,35.1601498895,126.8646186703,광주광역시 서구 상일로64번길 20,2.5
서부-화정-서부-770,광주광역시,서구,35.15919411,126.8637721329,광주광역시 서구 내방로211번길 13,2.5
서부-화정-서부-773,광주광역시,서구,35.1575014304,126.8653501774,광주광역시 서구 상일로24번길 21,2.3
서부-화정-서부-775,광주광역시,서구,35.1568102777,126.8640672072,광주광역시 서구 내방로216번길 12,2.3
서부-화정-서부-776,광주광역시,서구,35.15566611,126.8649275707,광주광역시 서구 상무오월로 49,2.3
서부-화정-서부-778,광주광역시,서구,35.1550505534,126.8651963944,광주광역시 서구 상무오월로52번길 6,2.5
서부-화정-서부-779,광주광역시,서구,35.1539982686,126.866056478,광주광역시 서구 상무오월로52번길 20,2.5
서부-화정-서부-798,광주광역시,서구,35.16682611,126.8670856965,광주광역시 서구 칠성로 89,2.5
서부-화정-서부-917,광주광역시,서구,35.1520232773,126.8653911,광주광역시 서구 월드컵4강로181번길 35-1,2.3
서부-화정-서부-22,광주광역시,서구,35.1566940534,126.8762253722,광주광역시 서구 화운로 197,2.7
서부-화정-서부-23,광주광역시,서구,35.1575226659,126.8795251,광주광역시 서구 내방로 355,2.5
서부-화정-서부-24,광주광역시,서구,35.15463111,126.8761991,광주광역시 서구 화운로175번길 6,2.8
서부-화정-서부-25,광주광역시,서구,35.15221111,126.876474266,광주광역시 서구 화운로 149,2.9
서부-화정-서부-27,광주광역시,서구,35.15449311,126.8831875271,광주광역시 서구 죽봉대로 13,2.5
서부-화정-서부-65,광주광역시,서구,35.15357111,126.8784257932,광주광역시 서구 화운로156번길 17-8,3.3
서부-화정-서부-69,광주광역시,서구,35.1532553425,126.8793611,광주광역시 서구 화운로156번길 23-2,3.3
서부-화정-서부-73,광주광역시,서구,35.1564769281,126.8965176195,광주광역시 서구 상무대로 1236,2.7
서부-화정-서부-78,광주광역시,서구,35.15574311,126.8996961,광주광역시 서구 천변좌로208번길 8,2.7
서부-화정-서부-81,광주광역시,서구,35.152418718,126.8967087792,광주광역시 서구 경열로 99-1,2.7
서부-화정-서부-82,광주광역시,서구,35.1510220996,126.9022989882,광주광역시 서구 구성로 51,2.7
서부-화정-서부-84,광주광역시,서구,35.1507803424,126.9061607599,광주광역시 서구 독립로 199,3.0
