시설번호,시도명,시군구명,위도,경도,주소,상세위치,출수압력
서부-화정-서부-749,광주광역시,서구,35.1654638706,126.8842039337,광주광역시 서구 죽봉대로 134,F1 타이어매장 앞,3.0
서부-화정-서부-796,광주광역시,서구,35.16743511,126.8789558945,광주광역시 서구 천변좌하로626번길 21,명인설비 앞,2.5
서부-화정-서부-797,광주광역시,서구,35.1657267704,126.8852180084,광주광역시 서구 천변좌로 20-3,전일상사 옆,2.5
서부-화정-서부-920,광주광역시,서구,35.1623476673,126.8869429204,광주광역시 서구 천변좌로 62-2,힐스테이트광천아파트옆,3.0
서부-화정-서부-938,광주광역시,서구,35.1556246428,126.8847778284,광주광역시 서구 죽봉대로 22번길 11,늘푸른 주간보호센터 앞,4.0
서부-화정-서부-939,광주광역시,서구,35.1529882289,126.8919898911,광주광역시 서구 경열로 45번길 25,유탑유블레스 인근,4.0
서부-화정-서부-1044,광주광역시,서구,35.1644584646,126.8857854002,광주광역시 서구 천변좌로 38,천변좌로 밑,2.7
서부-화정-서부-432,광주광역시,서구,35.15316811,126.8926671,광주광역시 서구 월산로173번길 20,공용주차장 앞,3.5
서부-염주-서부-45,광주광역시,서구,35.15168861,126.8770972022,광주광역시 서구 화운로 142,CU편의점 앞,3.7
서부-염주-서부-47,광주광역시,서구,35.15227891,126.8798016873,광주광역시 서구 상무대로 1078,V-COOL 앞,4.5
서부-염주-서부-122,광주광역시,서구,35.14938736,126.8787689,광주광역시 서구 화운로 113-1,신떡순 앞,4.5
서부-염주-서부-194,광주광역시,서구,35.14324188,126.8829956,광주광역시 서구 화운로 37,대주아파트앞,4.5
서부-염주-서부-195,광주광역시,서구,35.14177704,126.8850055094,광주광역시 서구 화운로 11,참사랑 치과앞,4.5
서부-염주-서부-196,광주광역시,서구,35.142506637,126.8865360365,광주광역시 서구 화운로 24,힐스테이트304동 앞,4.5
서부-염주-서부-197,광주광역시,서구,35.142506637,126.8865360365,광주광역시 서구 화운로 24,힐스테이트305동 앞,4.5
서부-염주-서부-383,광주광역시,서구,35.14694214,126.8856354,광주광역시 서구 화정로 260번길 12-1,,4.5
서부-염주-서부-489,광주광역시,서구,35.14571762,126.8818207,광주광역시 서구 화운로 63,광덕고 사거리 횡단보도 앞,4.5
서부-염주-서부-921,광주광역시,서구,35.15055084,126.8776627,광주광역시 서구 화운로 129,미래아동병원 앞,4.5
서부-염주-서부-39,광주광역시,서구,35.14969254,126.8764572,광주광역시 서구 화정로 179번길 49,동성카센터 건너편,4.5
서부-염주-서부-137,광주광역시,서구,35.1442532115,126.8860624059,광주광역시 서구 금화로 383번길 30-1,힐스테이트 3단지 309동 뒤편 먹자골목 김형제 앞,4.5
서부-염주-서부-293,광주광역시,서구,35.14622116,126.8845444,광주광역시 서구 군분로 169번길 20,힐스테이트 3단지 314동 맞은편 우정부동산앞,4.5
서부-염주-서부-926,광주광역시,서구,35.14222717,126.8829651,광주광역시 서구 화운로 23번길14-1,GS편의점 화정금호점 건너편 인도,4.5
서부-염주-서부-294,광주광역시,서구,35.15141296,126.8802643,광주광역시 서구 군분로 235번길 14,엘벧엘교회 맞은편,3.8
서부-염주-서부-341,광주광역시,서구,35.14452744,126.8864136,광주광역시 서구 군분로 147번길 13,곱창이야기 앞,4.5
서부-염주-서부-392,광주광역시,서구,35.14562988,126.8780746,광주광역시 서구 화정로 189,성문카센터 앞,4.5
서부-염주-서부-732,광주광역시,서구,35.14983749,126.8796539,광주광역시 서구 화운로 110번길 5-6,원룸 옆,4.5
서부-염주-서부-913,광주광역시,서구,35.1446868977,126.8784966662,광주광역시 서구 화정로 202,스타일 헤어모드 건너편 광덕고 측면인도,4.0
서부-염주-서부-916,광주광역시,서구,35.15214157,126.8805542,광주광역시 서구 군분로 245번길 7,중앙병원 뒤편,4.5
서부-염주-서부-38,광주광역시,서구,35.1506336605,126.881443689,광주광역시 서구 화정로 253번길 43,염주더샵센트럴파크103동과 태영아파트 1동 사이 인도,4.5
서부-염주-서부-29,광주광역시,서구,35.14429855,126.8739471,광주광역시 서구 월드컵4강로 84,올리비아로렌 앞,3.2
서부-염주-서부-30,광주광역시,서구,35.14312363,126.8746338,광주광역시 서구 월드컵4강로 68번길 1,올리브영 앞,3.1
서부-염주-서부-31,광주광역시,서구,35.14216232,126.8751602,광주광역시 서구 월드컵4강로 58,설빙 앞,3.3
서부-염주-서부-33,광주광역시,서구,35.1402735813,126.8778890616,광주광역시 서구 월드컵 4강로28번길 15,소주비어5도씨,2.8
서부-염주-서부-37,광주광역시,서구,35.14447784,126.8782425,광주광역시 서구 염화로133번길 17,광덕고 담장 옆,3.2
서부-염주-서부-40,광주광역시,서구,35.1435318,126.8814316,광주광역시 서구 염화로 155,염주맨션2동뒤 대로변,2.8
서부-염주-서부-41,광주광역시,서구,35.14302444,126.8770142,광주광역시 서구 염화로 115번길 1,우리옷공방,3.1
서부-염주-서부-42,광주광역시,서구,35.14435577,126.8766174,광주광역시 서구 월드컵4강로 68번길 19-24,그린씨엔엠 앞,3.3
서부-염주-서부-44,광주광역시,서구,35.14103317,126.875824,광주광역시 서구 월드컵4강로 44,궁전제과 앞,2.8
서부-염주-서부-289,광주광역시,서구,35.15117264,126.8725586,광주광역시 서구 상무대로1014번길 8,하이빌원룸 앞,3.1
서부-염주-서부-296,광주광역시,서구,35.14668655,126.8744583,광주광역시 서구 화정로 153번길 16,,3.3
서부-염주-서부-28,광주광역시,서구,35.14445877,126.8751602,광주광역시 서구 월드컵4강로 82번길 11-1,아이세상어린이집 옆,2.8
서부-염주-서부-32,광주광역시,서구,35.13993454,126.8764038,광주광역시 서구 월드컵4강로 30,T월드 앞,3.1
서부-염주-서부-34,광주광역시,서구,35.14058304,126.8805313,광주광역시 서구 월드컵4강로28번길 39,은하인테리어 건너편,2.5
서부-염주-서부-35,광주광역시,서구,35.1414503608,126.8795619289,광주광역시 서구 월드컵4강로 42번길 36,염주파출소앞 4거리,3.2
서부-염주-서부-36,광주광역시,서구,35.1419487,126.8805237,광주광역시 서구 염화로146번길 16,염주맨션 9-10동사이,2.8
서부-염주-서부-43,광주광역시,서구,35.1426556002,126.876103535,광주광역시 서구 염화로104번길 1,카톨릭전례센터앞| 대로변 인도,2.5
서부-염주-서부-295,광주광역시,서구,35.1471356596,126.8729064959,광주광역시 서구 월드컵4강로112번길 5-19,,2.9
서부-염주-서부-739,광주광역시,서구,35.1476326,126.8764191,광주광역시 서구 화정로 179번길 26,쌀가게 옆 공중전화 앞,3.1
서부-염주-서부-924,광주광역시,서구,35.14690399,126.8780746,광주광역시 서구 화운로83번길 25,이디야커피 앞 펜스 옆,2.5
서부-염주-서부-925,광주광역시,서구,35.14256668,126.8750305,광주광역시 서구 염화로 96,T월드 앞,2.8
서부-염주-서부-48,광주광역시,서구,35.1483609959,126.8708853459,광주광역시 서구 월드컵4강로135,카톨릭전례센터,4.5
서부-염주-서부-49,광주광역시,서구,35.14513961,126.8730126187,광주광역시 서구 월드컵4강로 93-1,새미래체험관,4.5
서부-염주-서부-50,광주광역시,서구,35.1429496066,126.8742487991,광주광역시 서구 월드컵 4강로 67,아식스,4.5
서부-염주-서부-226,광주광역시,서구,35.1439471164,126.8718911,광주광역시 서구 월드컵4강로 81번길 20-6,,4.5
서부-염주-서부-288,광주광역시,서구,35.136637398,126.8748862476,광주광역시 서구 염화로40번길 20,GS편의점 건너편,4.5
서부-염주-서부-290,광주광역시,서구,35.1416084715,126.8679781127,광주광역시 서구 학생독립로 37,청소년문화의 집 입구,4.5
서부-염주-서부-297,광주광역시,서구,35.1372135454,126.8725475309,광주광역시 서구 염화로31번길 1,화정남초 부출입구,4.5
서부-염주-서부-361,광주광역시,서구,35.1400030859,126.8722100417,광주광역시 서구 염화로 57번길 4,모아타워정문 우측 인도,4.5
서부-염주-서부-399,광주광역시,서구,35.1404032891,126.8710175193,광주광역시 서구 염화로 57번길 16,중흥101동 놀이터 옆 인도,4.5
서부-염주-서부-999,광주광역시,서구,35.1345490422,126.8714517099,광주광역시 서구 금화로 213,월드컵경기장 건너편 전봇대 옆,4.5
서부-염주-서부-1000,광주광역시,서구,35.13551951,126.8736081,광주광역시 서구 금화로 239,화정엘리체와 월드컵경기장 사이 대로변,4.5
서부-염주-서부-1039,광주광역시,서구,35.14152291,126.8738268254,광주광역시 서구 염화로 77,염주119안전센터 앞,4.5
서부-염주-서부-354,광주광역시,서구,35.1424672805,126.86583681,광주광역시 서구 학생독립로22번길 12,,4.5
서부-염주-서부-360,광주광역시,서구,35.1389097254,126.8718606179,광주광역시 서구 염화로 57번길 3,금호타운 105동 뒤 인도,4.5
서부-염주-서부-362,광주광역시,서구,35.1360226129,126.8707109443,광주광역시 서구 염화로 31번길 23,우미아파트 103동 앞 인도,4.5
서부-염주-서부-400,광주광역시,서구,35.1437439296,126.8657201514,광주광역시 서구 학생독립로10번길 9,성진초교 위 올바른교회 앞,4.5
서부-염주-서부-1051,광주광역시,서구,35.1441284667,126.8726659112,광주광역시 서구 화정로138번길 12,효행어린이공원 화장실 옆,4.5
서부-염주-서부-493,광주광역시,서구,35.1426490186,126.8717697141,광주광역시 서구 염화로 83번길 25-1,,4.5
서부-염주-서부-355,광주광역시,서구,35.1431720358,126.8649270511,광주광역시 서구 학생독립로22번길 28-1,삼거리 전신주 옆,4.5
서부-염주-서부-311(승하강식),광주광역시,서구,35.1373541285,126.8768784482,광주광역시 서구 월드컵4강로 9,염주체육관육교,4.5
서부-염주-서부-356,광주광역시,서구,35.1434238551,126.8729068891,광주광역시 서구 화정로138번길 22,바람난오돌뼈,4.5
서부-염주-서부-357,광주광역시,서구,35.1411373439,126.8723813,광주광역시 서구 화정로 138번길 45-8,국일관앞,4.5
서부-염주-서부-358,광주광역시,서구,35.1422896964,126.8732745034,광주광역시 서구 염화로 83번길 8-1,숫과닭발앞,4.5
서부-염주-서부-359,광주광역시,서구,35.1417727674,126.8739677181,광주광역시 서구 염화로 81,염주선터앞,4.5
서부-염주-서부-923,광주광역시,서구,35.1449583894,126.8721043014,광주광역시 서구 화정로 138번길 4-6,중앙어린이집앞,4.5
서부-금호-서부-046,광주광역시,서구,35.1497792143,126.8718361181,광주광역시 서구 월드컵 4강로 146번길9-11,화정초교 정문 30m,2.5
서부-금호-서부-057,광주광역시,서구,35.1499230739,126.8706508804,광주광역시 서구 월드컵 4강로 152,예가빌 앞,2.8
서부-금호-서부-058,광주광역시,서구,35.1511982048,126.8667201975,광주광역시 서구 상무대로 956번길 3,투썸플레이스 앞,2.8
서부-금호-서부-060,광주광역시,서구,35.150183657,126.8594808325,광주광역시 서구 상무대로 890,운천셀프 세차타운 앞,2.5
서부-금호-서부-119,광주광역시,서구,35.1427130563,126.8582916472,광주광역시 서구 운천로 112,금호119안전센터 차고 앞,3.0
서부-금호-서부-210,광주광역시,서구,35.14713911,126.859307783,광주광역시 서구 화정로 21번길 29,S-마트 앞 전봇대 옆,2.8
서부-금호-서부-230,광주광역시,서구,35.1446525874,126.8598431,광주광역시 서구 화정로 21번길 2,CU편의점 건너편삼양산업(골재),2.8
서부-금호-서부-231,광주광역시,서구,35.1444949139,126.8628581,광주광역시 서구 화정로 50,대박가구 앞,2.8
서부-금호-서부-232,광주광역시,서구,35.1468307969,126.8664326677,광주광역시 서구 화정로 85번길 21,상무2동 주민센터 옆,2.5
서부-금호-서부-233,광주광역시,서구,35.1473748866,126.8656430757,광주광역시 서구 쌍촌로 20번길 7-13,,2.5
서부-금호-서부-234,광주광역시,서구,35.1479895069,126.8659527424,광주광역시 서구 쌍촌로 28번길 9-11,글로리아 심리상담 센터 앞,2.5
서부-금호-서부-235,광주광역시,서구,35.14799511,126.8651828169,광주광역시 서구 쌍촌로 36번길 4,KT상무지점 정문 앞,2.5
서부-금호-서부-236,광주광역시,서구,35.1483947168,126.8630937481,광주광역시 서구 쌍촌로 27번길 14-23,,2.5
서부-금호-서부-237,광주광역시,서구,35.1484657496,126.863498137,광주광역시 서구 쌍촌로 27번길 10-23,,2.5
서부-금호-서부-238,광주광역시,서구,35.1485199987,126.8638874102,광주광역시 서구 쌍촌로 27번길 8-23,,2.5
서부-금호-서부-291,광주광역시,서구,35.1441585839,126.8576888863,광주광역시 서구 운천로 130,현대자동차대리점 옆,2.8
서부-금호-서부-309,광주광역시,서구,35.1447907047,126.861734329,광주광역시 서구 화정로 39번길 2,존슨 썬팅 앞,2.8
서부-금호-서부-310,광주광역시,서구,35.1467845369,126.8698937061,광주광역시 서구 쌍학로 43,자모의원 앞,2.8
서부-금호-서부-350,광주광역시,서구,35.1445068501,126.8678596358,광주광역시 서구 화정로 96-1,중흥아파트 102동 뒤편인도,2.8
서부-금호-서부-351,광주광역시,서구,35.1445068501,126.8678596358,광주광역시 서구 화정로 96-1,중흥아파트 101동  옆길,2.8
서부-금호-서부-352,광주광역시,서구,35.1445068501,126.8678596358,광주광역시 서구 화정로 96-1,중흥광명아파트 105동 옆 사거리,2.5
서부-금호-서부-353,광주광역시,서구,35.14453411,126.8678596358,광주광역시 서구 화정로 96-1,중흥광명아파트 103동 옆길,
서부-금호-서부-388,광주광역시,서구,35.15036211,126.8624578774,광주광역시 서구 상무대로 916번길 7,미니스톱 앞,2.5
서부-금호-서부-401,광주광역시,서구,35.14493611,126.8627321513,광주광역시 서구 화정로 49번길 3,방울기정 떡 앞,2.8
서부-금호-서부-402,광주광역시,서구,35.1464463554,126.8652827923,광주광역시 서구 쌍학로 1,굴세상 앞,2.8
서부-금호-서부-403,광주광역시,서구,35.1452038129,126.8650249818,광주광역시 서구 쌍촌로 3번길 2,부자치킨 앞,2.5
서부-금호-서부-410,광주광역시,서구,35.1466111186,126.8570291,광주광역시 서구 운천로 158,모던아트 앞,2.7
서부-금호-서부-452,광주광역시,서구,35.14145011,126.8586786283,광주광역시 서구 운천로 100번길 2,알파미용실 앞,3.0
서부-금호-서부-453,광주광역시,서구,35.1419318216,126.8605233229,광주광역시 서구 운천로 100번길 20,호남맨션 부근,2.8
서부-금호-서부-454,광주광역시,서구,35.14320411,126.8595318798,광주광역시 서구 운천로 114번길 15,금호초교 후문 골목,2.8
서부-금호-서부-455,광주광역시,서구,35.1450273973,126.859769196,광주광역시 서구 화정로 21번길 8-2,치평중학교 정문 앞,2.5
서부-금호-서부-456,광주광역시,서구,35.1442801482,126.8592621,광주광역시 서구 금화로 149번길 139,산들 노인복지센터 앞,2.8
서부-금호-서부-469,광주광역시,서구,35.1463520695,126.8614426361,광주광역시 서구 화정로 39번길 19,유일자동차 정비 맞은편,2.8
서부-금호-서부-485,광주광역시,서구,35.14871011,126.8573042809,광주광역시 서구 상무대로 868번길 16,훈민정음 앞,2.8
서부-금호-서부-729,광주광역시,서구,35.14765711,126.8568760119,광주광역시 서구 운천로 170,신상무 주유소 앞,2.5
서부-금호-서부-730,광주광역시,서구,35.14628911,126.8571535425,광주광역시 서구 운천로 154,네일 더 예뻐 앞,2.5
서부-금호-서부-743,광주광역시,서구,35.1498035944,126.8635501,광주광역시 서구 쌍촌로 57번길 9-1,해피하우스 앞,2.5
서부-금호-서부-961,광주광역시,서구,35.15125411,126.8698861467,광주광역시 서구 월드컵 4강로 170-1,영광 할매 홍어집 앞,2.8
서부-금호-서부-967,광주광역시,서구,35.1490179797,126.8599929193,광주광역시 서구 상무대로 884번길 17-31,어린왕자 마을 도서관 앞,2.8
서부-금호-서부-1040,광주광역시,서구,35.1449753998,126.8622701,광주광역시 서구 화정로 39번길 4-12,하늘마루 앞,2.5
서부-금호-서부-96,광주광역시,서구,35.14044189,126.8572235,광주광역시 서구 금호운천길 58-10,햇님어린이공원 옆,3.6
서부-금호-서부-101,광주광역시,서구,35.133408913,126.8548519816,광주광역시 서구 금화로 59번길 17,로이스빌 앞,3.6
서부-금호-서부-273,광주광역시,서구,35.14089941,126.8599257745,광주광역시 서구 금부로 103번길 11,행복세탁 앞,3.6
서부-금호-서부-274,광주광역시,서구,35.1388358847,126.8577830801,광주광역시 서구 운천로 69,일신아파트 101동 뒤,3.6
서부-금호-서부-275,광주광역시,서구,35.1395675966,126.8600944718,광주광역시 서구 금부로 100,라인아파트 101동 뒤,3.6
서부-금호-서부-276,광주광역시,서구,35.1395844875,126.8612227941,광주광역시 서구 금화로 115번길 72,금호중학교 담 옆,3.6
서부-금호-서부-277,광주광역시,서구,35.1357662482,126.8594417494,광주광역시 서구 금호운철길 31,병천사 앞,3.6
서부-금호-서부-278,광주광역시,서구,35.1379224055,126.8591388164,광주광역시 서구 운천로 58,무지개아파트 101동 뒤,3.6
서부-금호-서부-279,광주광역시,서구,35.1383930296,126.8600144047,광주광역시 서구 운천로 56번길 7,한국아파트 102동 뒤,3.6
서부-금호-서부-280,광주광역시,서구,35.1380767594,126.860969358,광주광역시 서구 운천로 56번길 17,삼능공간 102동 뒤,3.8
서부-금호-서부-281,광주광역시,서구,35.1356356231,126.8594265027,광주광역시 서구 운천로 32,우리성모의원 앞,3.8
서부-금호-서부-282,광주광역시,서구,35.1371575243,126.8621300718,광주광역시 서구 운천로 32번길 23,금호시영 301동 뒤,3.8
서부-금호-서부-283,광주광역시,서구,35.1371575243,126.8621300718,광주광역시 서구 운천로 32번길 23,금호시영 308동 뒤,3.8
서부-금호-서부-513,광주광역시,서구,35.13531494,126.8569336,광주광역시 서구 운천로 31번길 19,금호동 성당 부근,3.8
서부-금호-서부-514,광주광역시,서구,35.135280877,126.8578296408,광주광역시 서구 운천로 31번길 11,동산중앙교회 앞,3.8
서부-금호-서부-515,광주광역시,서구,35.1353302,126.8595813363,광주광역시 서구 운천로 32번길 4,금호동우체국 앞,3.8
서부-금호-서부-516,광주광역시,서구,35.13519669,126.8581314,광주광역시 서구 금화로 85번길 30-7,황제세탁 앞,3.6
서부-금호-서부-517,광주광역시,서구,35.1349062769,126.8594577108,광주광역시 서구 금화로 103번길 23-1,박한의원 앞,3.6
서부-금호-서부-518,광주광역시,서구,35.13456345,126.8585052,광주광역시 서구 운천로 17번길 4-9,인비또 앞,3.6
서부-금호-서부-519,광주광역시,서구,35.13425064,126.8579254,광주광역시 서구 금화로 85번길 20,하늘족발 앞,3.8
서부-금호-서부-520,광주광역시,서구,35.1339011063,126.8582764,광주광역시 서구 금화로 85번길 16-7,노가리앤비어 앞,3.8
서부-금호-서부-521,광주광역시,서구,35.1339948081,126.8589052894,광주광역시 서구 운천로 15,거성빌딩 앞,3.8
서부-금호-서부-522,광주광역시,서구,35.13349915,126.8570938,광주광역시 서구 금화로 73번길 14-1,네네치킨 앞,3.8
서부-금호-서부-523,광주광역시,서구,35.13308716,126.8568726,광주광역시 서구 금화로 73번길 10,삼거리 전신주 옆,3.6
서부-금호-서부-524,광주광역시,서구,35.13345337,126.8597565,광주광역시 서구 금화로 103번길 9,장수갈비 앞,3.8
서부-금호-서부-525,광주광역시,서구,35.13259506,126.8568268,광주광역시 서구 금화로 73번길 2-1,코끼리아구찜 옆,3.8
서부-금호-서부-526,광주광역시,서구,35.13260651,126.858139,광주광역시 서구 금화로 87,커버박스 앞,3.8
서부-금호-서부-527,광주광역시,서구,35.13263321,126.8584061,광주광역시 서구 금화로 89,금호치과 앞,3.8
서부-금호-서부-528,광주광역시,서구,35.13286591,126.8596878,광주광역시 서구 운천로 2,포토미엘 앞,3.8
서부-금호-서부-529,광주광역시,서구,35.1339681859,126.859965691,광주광역시 서구 금화로 115번길 9,한국아파트 201동 뒤,3.8
서부-금호-서부-530,광주광역시,서구,35.1344416129,126.8600708727,광주광역시 서구 금화로 115번길 23,도시공사아파트 201동 뒤,3.8
서부-금호-서부-531,광주광역시,서구,35.1344236291,126.8624710908,광주광역시 서구 금화로 149번길 27,모아아아파트 101동 뒤,3.8
서부-금호-서부-532,광주광역시,서구,35.13397217,126.8628387,광주광역시 서구 금화로 149번길 11,호반 397동 뒤,3.8
서부-금호-서부-533,광주광역시,서구,35.13399531,126.8628597167,광주광역시 서구 금화로 149번길 11,호반 306동 옆,3.8
서부-금호-서부-534,광주광역시,서구,35.1344236291,126.8624710908,광주광역시 서구 금화로 149번길 27,호반공인중개사 옆,3.8
서부-금호-서부-741,광주광역시,서구,35.1348934219,126.8558041606,광주광역시 서구 금호심곡길 10-2,금호벧엘교회 옆,3.8
서부-금호-서부-968,광주광역시,서구,35.1327927269,126.8542389686,광주광역시 서구 금화로 53,만호초등학교 앞,3.8
서부-금호-서부-969,광주광역시,서구,35.13215256,126.8529892,광주광역시 서구 금화로 39,예가피아노 앞,3.8
서부-금호-서부-052,광주광역시,서구,35.1413101089,126.8564561,광주광역시 서구 금호운천길70,상무초 건너편,2.8
서부-금호-서부-209,광주광역시,서구,35.1449495924,126.8560643898,광주광역시 서구 금호운천길 111,미래꿈터 옆,2.8
서부-금호-서부-211,광주광역시,서구,35.1446850539,126.8496160741,광주광역시 서구 북촌길 21,골드클래스 앞,2.6
서부-금호-서부-269,광주광역시,서구,35.1411425341,126.8483220479,광주광역시 서구 월암신기길 133,세한빛교회 앞,2.5
서부-금호-서부-267,광주광역시,서구,35.14424411,126.8372460231,광주광역시 서구 마륵로 49,마륵마을회관 앞,2.5
서부-금호-서부-268,광주광역시,서구,35.1409421978,126.8505275854,광주광역시 서구 마륵동 47-7,연화슈퍼 옆,2.5
서부-금호-서부-116,광주광역시,서구,35.13984511,126.8471819852,광주광역시 서구 월암신기길 116,사거리슈퍼 옆,3.0
서부-금호-서부-105,광주광역시,서구,35.1296642041,126.8308042981,광주광역시 서구 눌재로 589,충전소 건너 200m 앞,3.0
서부-금호-서부-207,광주광역시,서구,35.13277611,126.8321036952,광주광역시 서구 풍서우로 302,해조세상 앞 승강장,2.5
서부-금호-서부-438,광주광역시,서구,35.1461394221,126.8550338252,광주광역시 서구 마륵복개로 168,안디옥 교회 주차장 앞,2.5
서부-금호-서부-270,광주광역시,서구,35.1391553997,126.8458986343,광주광역시 서구 월암신기길 103,광주발전기 앞,2.8
서부-금호-서부-271,광주광역시,서구,35.1381644536,126.8438650502,광주광역시 서구 월암신기길 82,,2.7
서부-금호-서부-272,광주광역시,서구,35.1385492335,126.8316696557,광주광역시 서구 월암길 1,월암마을 입구,2.5
서부-금호-서부-284,광주광역시,서구,35.1273277792,126.8324257429,광주광역시 서구 마산길 26,,2.5
서부-금호-서부-286,광주광역시,서구,35.1266730801,126.8312831,광주광역시 서구 마산길 9-7,,2.5
서부-금호-서부-285,광주광역시,서구,35.12713611,126.8319546347,광주광역시 서구 마산길 20,,2.5
서부-금호-서부-989,광주광역시,서구,35.14264711,126.8396335623,광주광역시 서구 상무대로 687-1,김대중컨벤션센터 버스 승강장 앞,3.5
서부-금호-서부-784,광주광역시,서구,35.1464174787,126.8557024104,광주광역시 서구 운천로 163,안디옥 교회 앞 삼거리,2.8
서부-금호-서부-805,광주광역시,서구,35.1431559404,126.8413802367,광주광역시 서구 상무대로 지하 705,김대중컨벤션센터 6번출구 앞,3.5
서부-금호-서부-962,광주광역시,서구,35.1272029019,126.8312321,광주광역시 서구 눌재로 562,마산마을 앞,3.0
서부-금호-서부 963,광주광역시,서구,35.1331967004,126.8371321,광주광역시 서구 벽진월산길 71,벽진마을회관 앞,3.0
서부-금호-서부-964,광주광역시,서구,35.13162611,126.8385134267,광주광역시 서구 벽진학두길 35,월산경노회관 옆,3.3
서부-금호-서부-972,광주광역시,서구,35.1430686026,126.8417970677,광주광역시 서구 상무대로 708,치과병원 뒤,2.5
서부-금호-서부-976,광주광역시,서구,35.1441431191,126.846282527,광주광역시 서구 마륵복개로 60,진도예가 앞 도로변,3.3
서부-금호-서부-977,광주광역시,서구,35.1471664662,126.8490091469,광주광역시 서구 상무대로 787,상무역 5번 출구 뒤,3.3
서부-금호-서부-1047,광주광역시,서구,35.1294607827,126.8367315724,광주광역시 서구 벽진학두길 2,나인주방시스템 앞 인도,2.8
서부-금호-서부-1050,광주광역시,서구,35.1347545711,126.8390194878,광주광역시 서구 벽진길 85,상촌마을 상수도취수원 앞,3.5
서부-금호-서부-1053,광주광역시,서구,35.1391675783,126.837219801,광주광역시 서구 월암신기길 16,,3.5
서부-상무-서부-62,광주광역시,서구,35.1659368613,126.8546448189,광주광역시 서구 천변우하로 303,유덕치안센터 버스정류장 옆,3.3
서부-상무-서부-63,광주광역시,서구,35.1656220635,126.858182328,광주광역시 서구 상무버들로54번길 5,극락초등학교  옆,3.3
서부-상무-서부-120,광주광역시,서구,35.165775082,126.8461175794,광주광역시 서구 유덕로 80,한국판넬 입구 옆,3.3
서부-상무-서부-313,광주광역시,서구,35.16530411,126.8618241,광주광역시 서구 상무버들로16번길 12,버들주공108동 건너편 늘푸른공인중개사 앞 인도,3.5
서부-상무-서부-329,광주광역시,서구,35.1642102902,126.861317081,광주광역시 서구 상무버들로 19,굿모닝유치원,3.5
서부-상무-서부-330,광주광역시,서구,35.1641226822,126.860692131,광주광역시 서구 상무버들로 15,버들주공201동앞,3.3
서부-상무-서부-331,광주광역시,서구,35.1641226822,126.860692131,광주광역시 서구 상무버들로 15,버들주공205동앞,3.3
서부-상무-서부-333,광주광역시,서구,35.1671924663,126.8604045756,광주광역시 서구 칠성로35번길 6-9,유촌동 다이아빌 뒤,3.3
서부-상무-서부-334,광주광역시,서구,35.1546455655,126.8368902384,광주광역시 서구 천변좌하로 172,가구공장 앞,3.3
서부-상무-서부-384,광주광역시,서구,35.1641226822,126.860692131,광주광역시 서구 상무버들로 15,버들주공206동앞,3.3
서부-상무-서부-385,광주광역시,서구,35.1643228006,126.8588378928,광주광역시 서구 상무버들로 41,호반205동앞,4.0
서부-상무-서부-386,광주광역시,서구,35.164253939,126.8573010019,광주광역시 서구 상무버들로53번길 4,호반201동옆,3.3
서부-상무-서부-394,광주광역시,서구,35.16398211,126.8564011,광주광역시 서구 상무버들로53번길 34,두리광고 앞,3.3
서부-상무-서부-395,광주광역시,서구,35.1649640978,126.8569009894,광주광역시 서구 상무버들로53번길 49-1,희망빌 앞,3.3
서부-상무-서부-396,광주광역시,서구,35.1648141344,126.8578388532,광주광역시 서구 상무버들로 44-16,엘리시아,3.3
서부-상무-서부-397,광주광역시,서구,35.1643228006,126.8588378928,광주광역시 서구 상무버들로 41,호반입구,3.3
서부-상무-서부-418,광주광역시,서구,35.1643228006,126.8588378928,광주광역시 서구 상무버들로 41,호반 204동 옆,3.3
서부-상무-서부-419,광주광역시,서구,35.1642008894,126.8599618553,광주광역시 서구 상무버들로 31,버들우체국 앞,3.5
서부-상무-서부-420,광주광역시,서구,35.1651116076,126.8587921,광주광역시 서구 상무버들로54번길 17,철주식육식당 앞,3.3
서부-상무-서부-421,광주광역시,서구,35.1659624634,126.8583361,광주광역시 서구 칠성로4번길 7,다모아빌라,3.3
서부-상무-서부-422,광주광역시,서구,35.1661575004,126.8626781,광주광역시 서구 칠성로52번길 8,들깨칼국수,3.3
서부-상무-서부-423,광주광역시,서구,35.166559153,126.8605721,광주광역시 서구 칠성로 27,버들주공103동 건너편 천냥백화점 앞,3.3
서부-상무-서부-424,광주광역시,서구,35.1650810068,126.8628255166,광주광역시 서구 상무버들로16번길 6-10,유덕초등학교 뒤쪽 유림로 인도,3.3
서부-상무-서부-542,광주광역시,서구,35.1533933971,126.8410956574,광주광역시 서구 상무공원로 101,시민공원스탠드후면,3.3
서부-상무-서부-543,광주광역시,서구,35.1533933971,126.8410956574,광주광역시 서구 상무공원로 101,시민공원야외화장실,3.3
서부-상무-서부-544,광주광역시,서구,35.1533933971,126.8410956574,광주광역시 서구 상무공원로 101,광주공연마루 건너편 인도 코너,3.3
서부-상무-서부-545,광주광역시,서구,35.1533933971,126.8410956574,광주광역시 서구 상무공원로 101,호수북동측,3.3
서부-상무-서부-546,광주광역시,서구,35.1533933971,126.8410956574,광주광역시 서구 상무공원로 101,시민공원 육교,3.3
