시설번호,시도명,시군구명,위도,경도,주소,상세위치,출수압력
북부-문흥-북부-1108,광주광역시,북구,35.1912293688,126.9039991,광주광역시 북구 우치로303번길 20,장군관사 앞,3.6
북부-문흥-북부-1122,광주광역시,북구,35.1901467544,126.9088161,광주광역시 북구 오문로 30,소와나무 앞,3.6
북부-문흥-북부-16,광주광역시,북구,35.1848215899,126.9020842057,광주광역시 북구 서하로194번길 15,주공아파트207동 앞 인도,3.6
북부-문흥-북부-18,광주광역시,북구,35.1783879579,126.8995241215,광주광역시 북구 설죽로 214번길 33,해태소비자 할인마트 앞,2.6
북부-문흥-북부-20,광주광역시,북구,35.1820403113,126.9093063574,광주광역시 북구 우치로 175,대신파크 입구,3.4
북부-문흥-북부-22,광주광역시,북구,35.1830500813,126.9037910122,광주광역시 북구 용주로 51-19,,3.4
북부-문흥-북부-24,광주광역시,북구,35.1723937078,126.8970002203,광주광역시 북구 설죽로 136,종합가전 앞,3.4
북부-문흥-북부-27,광주광역시,북구,35.1793736381,126.8997985744,광주광역시 북구 반룡로 15-1,영진카공업사,2.6
북부-문흥-북부-29,광주광역시,북구,35.1806726203,126.9028319872,광주광역시 북구 용주로 30번길 36,천냥DC마트 앞,2.6
북부-문흥-북부-30,광주광역시,북구,35.1822663443,126.9067775979,광주광역시 북구 용주로 40번길 87,희망어린이집|광주교회 앞,2.6
북부-문흥-북부-31,광주광역시,북구,35.1787444224,126.8980951939,광주광역시 북구 설죽로 216,장수돌침대,2.6
북부-문흥-북부-34,광주광역시,북구,35.1902530062,126.911864088,광주광역시 북구 오문로58번길 1,스마트빌 앞 차도,3.6
북부-문흥-북부-35,광주광역시,북구,35.1856613417,126.9056841,광주광역시 북구 우치로 232,김밥천국 앞,3.6
북부-문흥-북부-37,광주광역시,북구,35.1877614488,126.9152285784,광주광역시 북구 서하로315번길 20,W유치원 앞,3.6
북부-문흥-북부-38,광주광역시,북구,35.1898520147,126.9156921676,광주광역시 북구 능안로29번길 30,한국아델리움 103동 옆 30m 차도,3.6
북부-문흥-북부-408,광주광역시,북구,35.1832067165,126.9090411,광주광역시 북구 문화소통로 138,샤인애드 광고사 앞,3.6
북부-문흥-북부-426,광주광역시,북구,35.18842111,126.9078732996,광주광역시 북구 오산정길 15,오치대화 아파트 앞,3.6
북부-문흥-북부-432,광주광역시,북구,35.1893421287,126.9112902859,광주광역시 북구 신촌로23번길 16,쌍용빌 앞,2.5
북부-문흥-북부-454,광주광역시,북구,35.1910500735,126.9009024336,광주광역시 북구 서하로183번길 40,우성아파트103동 앞,3.6
북부-문흥-북부-455,광주광역시,북구,35.1916729921,126.901778319,광주광역시 북구 안산로 47-2,다온요양병원 주차장 펜스앞,3.6
북부-문흥-북부-573,광주광역시,북구,35.1799484326,126.8995803868,광주광역시 북구 반룡로17번길 9-12,에클라트 원룸 앞,2.5
북부-문흥-북부-574,광주광역시,북구,35.1780348162,126.898778042,광주광역시 북구 반룡로6번길 31-9,둘리원룸 앞,2.5
북부-문흥-북부-575,광주광역시,북구,35.17889411,126.8999182494,광주광역시 북구 반룡로18번길 9,예그린 원룸 옆,2.5
북부-문흥-북부-576,광주광역시,북구,35.1788478108,126.898851357,광주광역시 북구 반룡로6번길 9-6,우리빌 앞,2.5
북부-문흥-북부-601,광주광역시,북구,35.1882674369,126.8991863089,광주광역시 북구 설죽로 324,GS25편의점 앞,3.6
북부-문흥-북부-602,광주광역시,북구,35.18573678,126.8992800126,광주광역시 북구 설죽로 290,오치초등학교 서편 인도,3.6
북부-문흥-북부-603,광주광역시,북구,35.1900461637,126.9004858726,광주광역시 북구 서하로183번길 29,오치2동주민센터 앞,3.6
북부-문흥-북부-604,광주광역시,북구,35.1882674369,126.8991863089,광주광역시 북구 설죽로 324,대웅아파트 관리실 앞,3.6
북부-문흥-북부-682,광주광역시,북구,35.1872748969,126.9149708484,광주광역시 북구 서하로315번길 5,루나스킨케어 앞,3.2
북부-문흥-북부-685,광주광역시,북구,35.1896659772,126.9098144801,광주광역시 북구 오문로38번길 9,반석교회 담 옆,3.6
북부-문흥-북부-709,광주광역시,북구,35.1876877835,126.9032857618,광주광역시 북구 우치로257번길 17,서산초교후면놀이터 앞,3.6
북부-문흥-북부-724,광주광역시,북구,35.1818664973,126.8986893049,광주광역시 북구 설죽로 250,타이어테크 앞,3.4
북부-문흥-북부-725,광주광역시,북구,35.1828405694,126.9012809578,광주광역시 북구 고운로 25,㈜허머 정문 옆,3.4
북부-문흥-북부-731,광주광역시,북구,35.1738431617,126.8970844565,광주광역시 북구 설죽로148번길 29,휴먼시아 101동 뒤,3.4
북부-문흥-북부-733,광주광역시,북구,35.1846134242,126.9033778952,광주광역시 북구 천지인로 47-3,무등파크101동 뒷 인도,3.6
북부-문흥-북부-734,광주광역시,북구,35.184673523,126.9046014381,광주광역시 북구 천지인로 59-1,공간@101동 앞 인도,3.6
북부-문흥-북부-74,광주광역시,북구,35.1762647777,126.9126139399,광주광역시 북구 우치로 98-1,전대후문 옆,3.4
북부-문흥-북부-77,광주광역시,북구,35.1808501648,126.901243732,광주광역시 북구 용주로 30번길 16,삼원맨션 뒤편,3.4
북부-문흥-북부-794,광주광역시,북구,35.1906756495,126.9075971,광주광역시 북구 오문로 17,광주엘림교회 앞,3.6
북부-문흥-북부-79,광주광역시,북구,35.1869634797,126.9083009984,광주광역시 북구 서하로 256,카페구름 앞,3.6
북부-문흥-북부-80,광주광역시,북구,35.18929611,126.9052581618,광주광역시 북구 우치로 273,기아오치대리점 앞,3.6
북부-문흥-북부-815,광주광역시,북구,35.1816790275,126.901435185,광주광역시 북구 용주로 30,연호빌 앞,2.5
북부-문흥-북부-81,광주광역시,북구,35.18750711,126.8993444293,광주광역시 북구 설죽로316-5,숯불구이친구 앞,3.6
북부-문흥-북부-82,광주광역시,북구,35.1915717061,126.9046305975,광주광역시 북구 우치로 299,충장성당 입구 인도,3.6
북부-문흥-북부-83,광주광역시,북구,35.1874927555,126.9029792279,광주광역시 북구 서하로 205,우주당구장 앞,3.6
북부-문흥-북부-84,광주광역시,북구,35.1881193336,126.9022519693,광주광역시 북구 안산로 9,커피집 앞,3.6
북부-문흥-북부-851,광주광역시,북구,35.184267223,126.9089752824,광주광역시 북구 천지인로 93,오치한전주유소 앞,3.6
북부-문흥-북부-854,광주광역시,북구,35.1866320815,126.9168330592,광주광역시 북구 서하로332-1,누리네갤러리 앞,3.6
북부-문흥-북부-855,광주광역시,북구,35.1891878358,126.9149608404,광주광역시 북구 서하로315번길 47,한국 아델리움 103동 옆 30m 차도,3.6
북부-문흥-북부-85,광주광역시,북구,35.18638111,126.9049733762,광주광역시 북구 우치로 241,형제전자 앞,3.6
북부-문흥-북부-86,광주광역시,북구,35.1870510987,126.9169311171,광주광역시 북구 서하로 333,가야공인중개사 앞,3.6
북부-문흥-북부-870,광주광역시,북구,35.1768015176,126.9000050429,광주광역시 북구 설죽로 202번길 48,대순진리회 교육관 앞,3.4
북부-문흥-북부-87,광주광역시,북구,35.1871529416,126.9135671,광주광역시 북구 서하로 301,한국종합철물 앞,3.6
북부-문흥-북부-88,광주광역시,북구,35.1881795175,126.9135988942,광주광역시 북구 송월로50번길 2,평화OA 앞,3.6
북부-문흥-북부-89,광주광역시,북구,35.1870936926,126.9151824997,광주광역시 북구 서하로 317,인트로위 커피숍 앞,3.6
북부-문흥-북부-90,광주광역시,북구,35.1854401013,126.9009772053,광주광역시 북구 서하로194번길 6,오치주공1단지 상가 앞 인도,3.6
북부-문흥-북부-912,광주광역시,북구,35.1792297784,126.9015533041,광주광역시 북구 반룡로 33,호반아파트 사이도로상,2.5
북부-문흥-북부-91,광주광역시,북구,35.1873051954,126.9049681,광주광역시 북구 서하로 223,T-World오치점 앞,3.6
북부-문흥-북부-926,광주광역시,북구,35.1731768335,126.8961866786,광주광역시 북구 설죽로 148,배드민턴 하우스 앞,3.5
북부-문흥-북부-92,광주광역시,북구,35.1941273297,126.9038498754,광주광역시 북구 우치로331번길 3,으뜸낚시 앞,3.6
북부-문흥-북부-972,광주광역시,북구,35.1930891451,126.9008260611,광주광역시 북구 설죽로370번길 20,미니스톱오치센터점 앞,3.6
북부-문흥-북부-11,광주광역시,북구,35.1824129603,126.9095981,광주광역시 북구 우치로 176-1,다원식탁 앞,3.0
북부-문흥-북부-12,광주광역시,북구,35.18232811,126.9130259298,광주광역시 북구 효산로 20,쌍둥이카서비스 우측 앞,2.7
북부-문흥-북부-13,광주광역시,북구,35.1808753021,126.9136351,광주광역시 북구 효산로6번길 21-1,블레스빌 빌라 앞,2.4
북부-문흥-북부-14,광주광역시,북구,35.1812908136,126.9139738578,광주광역시 북구 효산로12번길 26-2,광주맨션 1|2동 정문 앞,2.7
북부-문흥-북부-15,광주광역시,북구,35.182209872,126.9138761,광주광역시 북구 효산로 20번길 17,,2.8
북부-문흥-북부-17,광주광역시,북구,35.1759811917,126.9143539069,광주광역시 북구 호동로43번길 43,쭈군 앞,4.2
북부-문흥-북부-19,광주광역시,북구,35.1778974264,126.9123938377,광주광역시 북구 우치로 118,모어레스 앞,4.5
북부-문흥-북부-21,광주광역시,북구,35.17734111,126.9142729882,광주광역시 북구 호동로15번길 49,새벽달 앞,3.2
북부-문흥-북부-23,광주광역시,북구,35.1828323202,126.9107455659,광주광역시 북구 우치로186번길 49,이돈삼겹살1982 골목 옆,2.3
북부-문흥-북부-25,광주광역시,북구,35.1754935292,126.9141781,광주광역시 북구 우치로90번길 28,백소정 앞,3.0
북부-문흥-북부-75,광주광역시,북구,35.18017111,126.9130833987,광주광역시 북구 면앙로 6,디자인창조 앞,3.0
북부-문흥-북부-78,광주광역시,북구,35.17986611,126.9142421693,광주광역시 북구 면앙로 18,GS25 앞,2.8
북부-문흥-북부-409,광주광역시,북구,35.18316811,126.9101944544,광주광역시 북구 우치로186번길 37-5,밝은미래 빌라 앞,3.0
북부-문흥-북부-410,광주광역시,북구,35.1825084538,126.9120886211,광주광역시 북구 문화소통로 170,용봉CGV 앞,2.5
북부-문흥-북부-411,광주광역시,북구,35.18278311,126.9134052012,광주광역시 북구 효산로20번길 5-10,윤가츠당 10m 전방,3.0
북부-문흥-북부-696,광주광역시,북구,35.1794745376,126.9149337416,광주광역시 북구 호동로79번길 53,파랑새 빌라 옆,3.5
북부-문흥-북부-808,광주광역시,북구,35.235766193,126.939254424,광주광역시 북구 민주로 200,5.18묘역관리소 삼거리 앞,2.5
북부-문흥-북부-857,광주광역시,북구,35.1956121546,126.9494171505,광주광역시 북구 분토길 90,정안사 입구,3.5
북부-문흥-북부-922,광주광역시,북구,35.22368811,126.9469380782,광주광역시 북구 주룡길 4,주룡마을 입구,2.5
북부-문흥-북부-938,광주광역시,북구,35.2115707076,126.9418090078,광주광역시 북구 용호길 3,용호마을 골목길,2.5
북부-문흥-북부-950,광주광역시,북구,35.2151538285,126.9300181305,광주광역시 북구 장등길 112,281-2 장등마을회관,2.5
북부-문흥-북부-951,광주광역시,북구,35.21600111,126.9321793288,광주광역시 북구 장등길80번길42,292-3 장등마을복지관,2.5
북부-문흥-북부-957,광주광역시,북구,35.2277368019,126.9465228175,광주광역시 북구 어운길 29-6,어운마을내,2.5
북부-문흥-북부-978,광주광역시,북구,35.22369711,126.9469380782,광주광역시 북구 주룡길 4,주룡경로당,2.5
북부-문흥-북부-1063,광주광역시,북구,35.2282102403,126.9474595193,광주광역시 북구 어운길 52,어운마을,2.5
북부-문흥-북부-1080,광주광역시,북구,35.2041957739,126.9528394278,광주광역시 북구 석곡로501번길 2,마을회관 앞,3.5
북부-문흥-북부-1136,광주광역시,북구,35.2101708113,126.9511851,광주광역시 북구 석곡월산길 27-1,월산마을내,3.5
북부-문흥-북부-2,광주광역시,북구,35.18806411,126.8970957892,광주광역시 북구 설죽로315번길 11,동남맨션 옆,2.5
북부-문흥-북부-161,광주광역시,북구,35.1896565755,126.883951454,광주광역시 북구 하서로 110,국립박물관 입구,2.5
북부-문흥-북부-406,광주광역시,북구,35.19198211,126.8945641,광주광역시 북구 어매마을길 33,어매마을 경로당앞,2.5
북부-문흥-북부-413,광주광역시,북구,35.1887178782,126.8941553464,광주광역시 북구 매곡로 39,삼익3차@ 상가 앞,2.5
북부-문흥-북부-1106,광주광역시,북구,35.18823211,126.8920141,광주광역시 북구 중외길 14,매곡경로당 옆,2.5
북부-문흥-북부-578,광주광역시,북구,35.1896343381,126.8920700998,광주광역시 북구 매곡로69번길 25,매곡동주민센터 옆,2.5
북부-문흥-북부-594,광주광역시,북구,35.1876028182,126.8899141,광주광역시 북구 서하로 87,광주예술고등학교 건너편,2.5
북부-문흥-북부-595,광주광역시,북구,35.18751711,126.8928121,광주광역시 북구 서하로 111,아이유 안경,2.5
북부-문흥-북부-596,광주광역시,북구,35.1875776448,126.8982341463,광주광역시 북구 설죽로315번길 1,광주문화신용협동조합 매곡지점 좌측 서하로 인도상,2.5
북부-문흥-북부-728,광주광역시,북구,35.19100211,126.89852754,광주광역시 북구 설죽로 353,바른초밥 건너편,2.5
북부-문흥-북부-749,광주광역시,북구,35.1863945831,126.893376086,광주광역시 북구 서하로 120,삼성어린이집앞,2.5
북부-문흥-북부-924,광주광역시,북구,35.19019811,126.8898479337,광주광역시 북구 하백로29번길 7,서광인텔파크 후문 앞,2.5
북부-문흥-북부-593,광주광역시,북구,35.1876299312,126.8946589567,광주광역시 북구 서하로 129,가마치통닭 앞,2.5
북부-임동-북부-3,광주광역시,북구,35.16308611,126.9055858,광주광역시 북구 태봉로 67,명산활어장어 앞,
북부-임동-북부-95,광주광역시,북구,35.16351911,126.9075956087,광주광역시 북구 태봉로 84,해피데이모텔 맞은편,3.5
북부-임동-북부-96,광주광역시,북구,35.1628001609,126.9069311,광주광역시 북구 중흥로 118,세븐일레븐 앞,3.5
북부-임동-북부-97,광주광역시,북구,35.1635343969,126.9040834655,광주광역시 북구 중흥로 92,K부티크호텔 앞,3.1
북부-임동-북부-98,광주광역시,북구,35.16249911,126.903794094,광주광역시 북구 경양로103번길 8,스마일빌 앞,3.2
북부-임동-북부-101,광주광역시,북구,35.1680367546,126.8964981,광주광역시 북구 무등로111번길 7,제일아크릴 뒤,3.2
북부-임동-북부-102,광주광역시,북구,35.1706808012,126.8958791976,광주광역시 북구 서암대로 104,GS25 앞,3.5
북부-임동-북부-104,광주광역시,북구,35.1630548935,126.9028634822,광주광역시 북구 경양로97번길 15,신안세탁소 앞,3.5
북부-임동-북부-105,광주광역시,북구,35.1688971152,126.904079803,광주광역시 북구 서암대로 181,새생명약국 앞,3.3
북부-임동-북부-106,광주광역시,북구,35.1648586365,126.9026111,광주광역시 북구 중흥로73번길 18-2,왕대박뼈다귀감자탕 앞,4.0
북부-임동-북부-107,광주광역시,북구,35.1671327419,126.8960371743,광주광역시 북구 무등로114번길 10,,3.3
북부-임동-북부-108,광주광역시,북구,35.1667931181,126.9024404981,광주광역시 북구 자미로 5,전대주유소 우측 도로 건너편,3.6
북부-임동-북부-109,광주광역시,북구,35.1657285185,126.900549422,광주광역시 북구 무등로154번길 13,모아엘가정문 좌측,3.4
북부-임동-북부-110,광주광역시,북구,35.1693090945,126.9030331,광주광역시 북구 서암대로 171,KT통신매장 앞,3.3
북부-임동-북부-111,광주광역시,북구,35.1718992068,126.9044596055,광주광역시 북구 자미로 67,전대정문 앞 삼거리,3.4
북부-임동-북부-112,광주광역시,북구,35.17077111,126.9046011,광주광역시 북구 서양로 29,신한부동산 앞,3.7
북부-임동-북부-113,광주광역시,북구,35.166716983,126.8973496297,광주광역시 북구 신임로31번길 24,웃는돼지 앞,3.5
북부-임동-북부-114,광주광역시,북구,35.1707028523,126.8974261809,광주광역시 북구 서암대로 117,애플로라 앞 대로변,3.3
북부-임동-북부-115,광주광역시,북구,35.1656426714,126.9052248494,광주광역시 북구 신안동 124-8,광주역한국아델리움2차 정문 좌측,3.6
북부-임동-북부-117,광주광역시,북구,35.1719376082,126.8962458847,광주광역시 북구 서암대로 95,고운하이빌 상가 앞 인도위,3.3
북부-임동-북부-118,광주광역시,북구,35.1681807132,126.8996262495,광주광역시 북구 무등로173번길 22-5,아세아자동차정비 후면 철길쪽,3.2
북부-임동-북부-119,광주광역시,북구,35.1656230663,126.9058621,광주광역시 북구 자미로6번길 32,전주식당 맞은편,3.6
북부-임동-북부-202,광주광역시,북구,35.1734234176,126.8913255162,광주광역시 북구 서암대로 71,중흥파크 앞,3.4
북부-임동-북부-241,광주광역시,북구,35.1626088804,126.907678558,광주광역시 북구 중흥로 124,평화셀프주유소 우측,3.5
북부-임동-북부-242,광주광역시,북구,35.1691511494,126.9014242894,광주광역시 북구 서암대로 158,용봉초등학교 우측 페인트매장 앞,3.5
북부-임동-북부-243,광주광역시,북구,35.1624516786,126.9057988669,광주광역시 북구 태봉로 64,역전지구대건너편 21C가구점 앞,3.5
북부-임동-북부-244,광주광역시,북구,35.1719038772,126.8931125606,광주광역시 북구 서암대로 75,기상청 입구옆,3.5
북부-임동-북부-437,광주광역시,북구,35.1694804859,126.8969597666,광주광역시 북구 들재매길 59,,3.6
북부-임동-북부-443,광주광역시,북구,35.1725373388,126.8962581,광주광역시 북구 설죽로 141,남양파크 앞,3.8
북부-임동-북부-449,광주광역시,북구,35.165924228,126.9058971,광주광역시 북구 자미로6번길 31,대성철강 앞,3.7
북부-임동-북부-450,광주광역시,북구,35.169051568,126.8925427481,광주광역시 북구 자산로 8,칼라후렘/무안슈퍼 앞,3.6
북부-임동-북부-451,광주광역시,북구,35.1670916668,126.8991612984,광주광역시 북구 무등로 139,,3.3
북부-임동-북부-553,광주광역시,북구,35.170208547,126.8954261,광주광역시 북구 들재매길 13,나영미용실 앞,3.5
북부-임동-북부-554,광주광역시,북구,35.1705271252,126.9001686005,광주광역시 북구 설죽로126번길 67,송하설비 앞,3.4
북부-임동-북부-568,광주광역시,북구,35.1702326792,126.9004209945,광주광역시 북구 자미로39번길 59,명품가(원룸) 부근,3.3
북부-임동-북부-577,광주광역시,북구,35.17021611,126.9021154312,광주광역시 북구 서암대로159번길 18,신성이용원 앞,3.4
북부-임동-북부-607,광주광역시,북구,35.168145852,126.893527682,광주광역시 북구 무등로 88,귀뚜라미보일러 옆,3.6
북부-임동-북부-608,광주광역시,북구,35.1684236286,126.9043036283,광주광역시 북구 서암대로 186,프렌즈휘트니스 주차장입구 앞,3.6
북부-임동-북부-609,광주광역시,북구,35.1662126745,126.9001554327,광주광역시 북구 무등로154번길 2,롯데제과 옆,3.7
북부-임동-북부-726,광주광역시,북구,35.17411111,126.8953964511,광주광역시 북구 설죽로 159,세븐모터스 앞,3.7
북부-임동-북부-735,광주광역시,북구,35.16718211,126.9021171808,광주광역시 북구 자미로 9,대성1급자동차 골목안쪽,3.6
북부-임동-북부-754,광주광역시,북구,35.1666630551,126.9035700378,광주광역시 북구 자미로10번길 14,이끌림모텔 앞,3.7
북부-임동-북부-755,광주광역시,북구,35.1679348253,126.8979035249,광주광역시 북구 자산로 57,금제금속 앞,3.4
북부-임동-북부-758,광주광역시,북구,35.1685213912,126.9039611,광주광역시 북구 서암대로 182,에이치요양병원 건너편,3.5
북부-임동-북부-860,광주광역시,북구,35.1691366502,126.8960480157,광주광역시 북구 자산로 35-10,동남전력 후면,3.5
북부-임동-북부-946,광주광역시,북구,35.1718853326,126.8975221,광주광역시 북구 용봉로 6,용봉의자천갈이공장 앞,3.6
북부-임동-북부-947,광주광역시,북구,35.1714653646,126.9000941,광주광역시 북구 용봉로 28,이건약국 앞,3.5
북부-임동-북부-948,광주광역시,북구,35.1714990625,126.9018411,광주광역시 북구 용봉로 42-1,대양카브레터 앞,3.4
북부-임동-북부-949,광주광역시,북구,35.16468911,126.9049171139,광주광역시 북구 무등로202번길 12-5,시부야모텔 앞,3.4
북부-임동-북부-973,광주광역시,북구,35.1697842156,126.8987439205,광주광역시 북구 서암대로 132,세차장 앞,3.2
북부-임동-북부-1020,광주광역시,북구,35.1701874478,126.8976471,광주광역시 북구 서암대로 122,다이아빌지역아동센터 앞,3.4
북부-임동-북부-1066,광주광역시,북구,35.17091911,126.9040785821,광주광역시 북구 자미로 55,세명복사 앞,3.5
북부-임동-북부-1087,광주광역시,북구,35.1645344288,126.9067591,광주광역시 북구 무등로 202번길 15,KT빌딩 앞 버스정류장 우측,4.0
북부-임동-북부-1094,광주광역시,북구,35.1627361263,126.9040490596,광주광역시 북구 자동차로48번길 50,광주카모터스 앞,3.3
북부-임동-북부-1109,광주광역시,북구,35.16535911,126.901711058,광주광역시 북구 자동차로 67,고반국밥 앞,3.5
북부-임동-북부-1124,광주광역시,북구,35.1677299288,126.8951311,광주광역시 북구 무등로 102,명지약국 앞,3.2
북부-임동-북부-9,광주광역시,북구,35.15564891,126.9118286284,광주광역시 북구 금재로 78,고기백화점 앞,3.3
북부-임동-북부-10,광주광역시,북구,35.15732291,126.9096352626,광주광역시 북구 금재로73번길 37,성일종합기계 앞,3.5
북부-임동-북부-153,광주광역시,북구,35.17101971,126.886635008,광주광역시 북구 무등로15번길 14-1,광남빌라 앞,3.4
북부-임동-북부-154,광주광역시,북구,35.1732160028,126.8785042942,광주광역시 북구 대자로54번길 3,CU 앞,3.5
북부-임동-북부-155,광주광역시,북구,35.1726260068,126.8808967122,광주광역시 북구 북문대로33번길 52-1,하늘정원 원룸 앞,3.5
북부-임동-북부-157,광주광역시,북구,35.1730497694,126.8894542,광주광역시 북구 운용로 2,세븐일레븐 앞,3.6
북부-임동-북부-158,광주광역시,북구,35.1733574119,126.8800377,광주광역시 북구 대자로 69,라이트&나이트 앞,3.5
북부-임동-북부-163,광주광역시,북구,35.1705467569,126.8834929836,광주광역시 북구 하남대로 832,성보병원 좌측면,3.4
북부-임동-북부-164,광주광역시,북구,35.1715706358,126.8759844933,광주광역시 북구 하남대로763,SK LPG앞,3.4
북부-임동-북부-166,광주광역시,북구,35.172961211,126.8884600251,광주광역시 북구 서암대로 31,T월드 앞,3.2
북부-임동-북부-170,광주광역시,북구,35.1748540287,126.8834371,광주광역시 북구 비엔날레로3번길 42,커피숲 앞,3.3
북부-임동-북부-193,광주광역시,북구,35.1549625499,126.9090980391,광주광역시 북구 금남로131번길 9,코코에스프레소 앞,3.4
북부-임동-북부-194,광주광역시,북구,35.1565170036,126.9112703,광주광역시 북구 금재로73번길 2-1,삼응기공사,3.3
북부-임동-북부-195,광주광역시,북구,35.1562810054,126.9086881,광주광역시 북구 금남로115번길 26,진흥쌀집|부동산 앞,3.4
북부-임동-북부-197,광주광역시,북구,35.1540501502,126.9101277338,광주광역시 북구 독립로 251,한정식 다홍치마,3.6
북부-임동-북부-198,광주광역시,북구,35.1536426105,126.9051168364,광주광역시 북구 천변우로 283,금호종합주방 앞,3.7
북부-임동-북부-222,광주광역시,북구,35.1705467569,126.8834929836,광주광역시 북구 하남대로832,성보병원 앞 도로쪽,3.5
북부-임동-북부-223,광주광역시,북구,35.1712366977,126.8811213,광주광역시 북구 하남대로 807,강원기업 앞,3.4
북부-임동-북부-224,광주광역시,북구,35.1737235734,126.8897339185,광주광역시 북구 금호로40번길 11,한국아파트 후문앞,3.3
북부-임동-북부-225,광주광역시,북구,35.1710144482,126.8779764922,광주광역시 북구 하남대로780,한일콤프레샤 앞,3.4
북부-임동-북부-228,광주광역시,북구,35.17297911,126.8841462505,광주광역시 북구 북문대로 3,가얏고 앞,3.6
북부-임동-북부-229,광주광역시,북구,35.1736237162,126.8812812,광주광역시 북구 북문대로33번길 27-2,햇살가득 빌 맞은편,3.6
북부-임동-북부-230,광주광역시,북구,35.1748232104,126.8814130829,광주광역시 북구 북문대로35,홍길동청과 앞,3.7
북부-임동-북부-231,광주광역시,북구,35.173877097,126.8846289,광주광역시 북구 북문대로8번길 10,동운초교 모퉁이,3.7
북부-임동-북부-237,광주광역시,북구,35.153240666,126.9091974107,광주광역시 북구 독립로237번길 2,삼성인테리어 앞,3.7
북부-임동-북부-462,광주광역시,북구,35.1714248828,126.8783754,광주광역시 북구 하남대로 783,신안다이아몬드 앞,3.6
북부-임동-북부-557,광주광역시,북구,35.1715383747,126.8808412165,광주광역시 북구 하남대로807번길7,수성산업 앞,3.7
북부-임동-북부-605,광주광역시,북구,35.1571501768,126.9086096,광주광역시 북구 금재로 45,대경종합건설 앞,3.6
북부-임동-북부-675,광주광역시,북구,35.1698897254,126.8886339249,광주광역시 북구 무등로 37,보쉬 앞,3.4
북부-임동-북부-676,광주광역시,북구,35.1739295867,126.8854987,광주광역시 북구 비엔날레로 7,초록헤어라인 앞,3.5
북부-임동-북부-677,광주광역시,북구,35.1552301764,126.9073300944,광주광역시 북구 금남로 116,밴디자인 앞,3.6
북부-임동-북부-700,광주광역시,북구,35.1566779001,126.9102411,광주광역시 북구 금재로 61,풍년 종합상사 앞,3.7
북부-임동-북부-701,광주광역시,북구,35.1566054456,126.9092009157,광주광역시 북구 금재로 54,꽃그린배달서비스 앞,3.7
북부-임동-북부-702,광주광역시,북구,35.1552618017,126.9115338467,광주광역시 북구 금재로 76,북동성당 앞 인도,3.6
북부-임동-북부-706,광주광역시,북구,35.17519121,126.8837088902,광주광역시 북구 북문대로20번길 19,동운초 후문 앞 인도,3.4
북부-임동-북부-707,광주광역시,북구,35.1756888056,126.8890744,광주광역시 북구 비엔날레로42번길 15,빛고을공예방 앞,3.4
북부-임동-북부-713,광주광역시,북구,35.171350868,126.8891712448,광주광역시 북구 운신북길 291,신원교회 앞,3.2
북부-임동-북부-714,광주광역시,북구,35.17227331,126.8866800944,광주광역시 북구 서암대로18번길 12,꽃뜨락 앞,3.5
북부-임동-북부-715,광주광역시,북구,35.1722975215,126.8855563,광주광역시 북구 서암대로6번길 9-2,새마을 슈퍼 앞,3.3
북부-임동-북부-716,광주광역시,북구,35.1707997178,126.8807551354,광주광역시 북구 하남대로 806,남도배관 앞,3.5
북부-임동-북부-736,광주광역시,북구,35.1748606991,126.8806941,광주광역시 북구 북문대로33번길 14-12,문예식당 앞,3.4
북부-임동-북부-737,광주광역시,북구,35.1745522014,126.8798087,광주광역시 북구 북문대로49번길 29,삼거리 전봇대 앞,3.3
북부-임동-북부-738,광주광역시,북구,35.1716368643,126.8883562,광주광역시 북구 서암대로30번길 19,광림아파트 정문,3.4
북부-임동-북부-739,광주광역시,북구,35.1718221787,126.8758711548,광주광역시 북구 운신남길 10-2,산업기계 앞,3.6
북부-임동-북부-760,광주광역시,북구,35.1735535783,126.8831953742,광주광역시 북구 북문대로 15,소풍호텔 앞,3.6
북부-임동-북부-761,광주광역시,북구,35.1734981665,126.8846457,광주광역시 북구 북문대로 4,그곳愛소주 앞,3.7
북부-임동-북부-799,광주광역시,북구,35.153240666,126.9091974107,광주광역시 북구 독립로237번길 2,광주학생운동탑 신호등,3.5
북부-임동-북부-800,광주광역시,북구,35.1545891476,126.9065326097,광주광역시 북구 천변우로283번길 36,세종마크산업,3.5
북부-임동-북부-801,광주광역시,북구,35.1538777061,126.9080916,광주광역시 북구 독립로237번길 26,독립문구수퍼 앞,3.4
북부-임동-북부-859,광주광역시,북구,35.1769064951,126.8827806601,광주광역시 북구 금호로120번길 35-2,문예동산유치원,3.5
북부-임동-북부-930,광주광역시,북구,35.1743082272,126.8876746,광주광역시 북구 서암대로17번길 31,광주SGI문화회관앞 건너편 골목,3.5
북부-임동-북부-1014,광주광역시,북구,35.1555562668,126.9077742173,광주광역시 북구 금남로 117,까소엔 앞,3.7
북부-임동-북부-1064,광주광역시,북구,35.1733734137,126.8820035832,광주광역시 북구 대자로 87,금광세탁소 앞,3.6
북부-임동-북부-1082,광주광역시,북구,35.15615021,126.9058342199,광주광역시 북구 금남로 100,바로크가구 앞,3.6
북부-임동-북부-1095,광주광역시,북구,35.17527511,126.8871096986,광주광역시 북구 금호로 74,엘란헤어 앞,3.5
